id,SMILES_input,fingerprints_input_ECFP4,SMILES_out,SMILES_output_ECFP4
1066,C 1 = C C = C ( C = C 1 ) C N 2 C ( = O ) / C ( = C / C 3 = C ( C = C C ( = C 3 ) I ) O ) / S C 2 = O,80 133 242 273 281 314 389 475 579 588 648 650 661 663 675 694 794 807 854 863 875 879 901 928 935 939 947 961 973 1003 1055 1066 1088 1112 1146 1167 1170 1199 1297 1380 1469 1475 1494 1594 1602 1607 1610 1683 1691 1750 1754 1765 1768 1873 2044,C1=CC=C(C=C1)CN2C(=O)/C(=C/C3=C(C=CC(=C3)I)O)/SC2=C\4/C(=O)N(C(=O)S4)CC5=C(C=CC(=C5)I)O,C1=CC=C(C=C1)CN2C(=O)/C(=C/C3=C(C=CC(=C3)I)O)/SC2=C\4/C(=O)N(C(=O)S4)CC5=C(C=CC(=C5)I)O
1067,C C ( C ) C 1 = C C = C ( C = C 1 ) C ( = O ) N C ( = S ) N C 2 = C C = C ( C = C 2 ) C ( = O ) C,1 97 110 191 283 457 486 561 598 617 650 660 807 843 930 1017 1023 1057 1071 1077 1119 1139 1152 1330 1365 1380 1385 1418 1436 1542 1665 1697 1702 1748 1750 1804 1816 1820 1853 1865 1873 1917 1960,CC(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)C(=O)NC(=S)NNC(=S)NC3=CC=C(C=C3)C(=O)C,CC(C)C1=CC=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)C(=O)NC(=S)NNC(=S)NC3=CC=C(C=C3)C(=O)C
1068,C C 1 ( C ( = O ) N ( C ( = O ) N 1 ) C C C 2 = C C 3 = C ( C = C 2 ) N C ( = C 3 C C N ( C ) C ) C ( = O ) N C C 4 = C C ( = C ( C = C 4 ) Cl ) Cl ) C,80 104 119 197 255 287 310 314 366 475 486 559 561 580 588 650 652 666 693 787 791 807 813 828 875 881 884 935 950 1001 1057 1060 1114 1145 1152 1163 1243 1274 1282 1299 1357 1380 1402 1423 1504 1527 1539 1554 1573 1673 1675 1683 1696 1745 1750 1754 1779 1798 1812 1873 1917 1939 1951 1961 1984 2019 2024 2034,CC1(C(=O)N(C(=O)N1)CCC2=CC3=C(C=C2)NC(=C3CCN(C)C)C(=O)NCC4=CC(=C(C=C4)Cl)Cl)C,CC1(C(=O)N(C(=O)N1)CCC2=CC3=C(C=C2)NC(=C3CCN(C)C)C(=O)NCC4=CC(=C(C=C4)Cl)Cl)C
1069,c 1 c c c 2 c ( c 1 ) c 1 c ( c ( n 2 ) O C ) c 2 c ( C 1 = O ) c c ( c c 2 ) O C,155 249 289 314 322 352 378 389 401 636 648 650 680 695 702 718 720 732 781 841 875 973 1009 1047 1057 1058 1063 1088 1097 1115 1153 1185 1195 1199 1357 1380 1476 1486 1536 1573 1607 1635 1747 1750 1842 1846 1855 1865 1873 1972,COC1=CC2=C(C=C1)C3=C(C2=O)C4=C(C5=CC=CC=C5N=C4OC)C6=C3C7=C(C6=O)C=C(C=C7)OC,COC1=CC2=C(C=C1)C3=C(C2=O)C4=C(C5=CC=CC=C5N=C4OC)C6=C3C7=C(C6=O)C=C(C=C7)OC
1070,C C C [Si] ( O C ( C ) C ) O C ( C ) C,1 65 80 283 294 301 597 603 661 674 695 794 851 955 989 1046 1057 1087 1283 1381 1610 1978,CCC[Si](C#C[Si](OC(C)C)OC(C)C)OC(C)C,CCC[Si](C#C[Si](OC(C)C)OC(C)C)OC(C)C
1071,C ( N ( C c 1 c c c ( c ( c 1 ) C ( = O ) O ) C ( = O ) O ) C c 1 c c c c c 1 Br ) C C ( = O ) O,14 57 67 80 122 251 310 351 378 389 456 496 507 602 650 694 701 728 804 807 833 875 881 892 905 929 1013 1047 1088 1120 1152 1199 1225 1287 1294 1349 1380 1392 1406 1564 1597 1603 1631 1647 1737 1750 1754 1789 1825 1873 1893 1917 1941 1945 1951 1956 1991 2003 2008,C1=CC=C(C(=C1)CN(CCC(=O)O)C/C(=C/C(=O)C2=C(C=CC(=C2)CN(CCC(=O)O)CC3=CC=CC=C3Br)C(=O)O)/O)Br,C1=CC=C(C(=C1)CN(CCC(=O)O)C/C(=C/C(=O)C2=C(C=CC(=C2)CN(CCC(=O)O)CC3=CC=CC=C3Br)C(=O)O)/O)Br
1072,C / C ( = N / N C ( = O ) C 1 = C C = C C = N 1 ) / C 2 = C C ( = C C = C 2 ) O C,130 318 322 372 378 448 471 486 550 552 562 650 695 700 725 781 807 841 847 848 849 855 875 920 940 1006 1017 1039 1057 1065 1088 1119 1124 1152 1155 1192 1199 1247 1380 1384 1385 1452 1536 1683 1727 1750 1755 1841 1847 1866 1873 1917 1944 1972 1985 2032,C/C(=N\NC(=O)C1=CC=CC=N1)/C2=CC(=S(N2)Cl)C(=O)N/N=C(\C)/C3=CC(=CC=C3)OC,C/C(=N\NC(=O)C1=CC=CC=N1)/C2=CC(=S(N2)Cl)C(=O)N/N=C(\C)/C3=CC(=CC=C3)OC
1073,C C 1 = C ( C = C C ( = C 1 O C O C ) O C ) N C ( = O ) C 2 = C C ( = C ( C ( = C 2 ) O C ) O C ) O C,80 94 109 215 249 252 282 333 410 428 486 545 613 618 650 685 695 807 841 875 885 926 947 1005 1057 1152 1224 1241 1380 1385 1394 1452 1458 1472 1517 1536 1539 1563 1599 1699 1716 1722 1750 1795 1816 1817 1856 1873 1892 1917 1934 1956 1970 1986,CC1=C(C=CC(=C1OCOC)NC(=O)C2=CC(=C(C(=C2)OC)OC)OC)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC,CC1=C(C=CC(=C1OCOC)NC(=O)C2=CC(=C(C(=C2)OC)OC)OC)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC
1074,C [C@H] ( C 1 = C C ( = C ( C = C 1 ) O C ) Br ) [NH2+] C C ( = O ) N C C C 2 = C C = C C = C 2,1 41 56 57 58 66 80 94 105 164 173 197 249 283 389 444 499 597 613 650 667 695 728 807 816 828 833 841 875 955 977 1045 1057 1066 1088 1092 1105 1121 1127 1152 1155 1157 1199 1236 1243 1302 1365 1380 1472 1507 1536 1596 1631 1750 1754 1853 1873 1916 1917 1970 2009,C[C@H](C1=CC(=C(C=C1)OC)Br)[NH2+]CC(=O)NCCC2=CC=CC=C2,C[C@H](C1=CC(=C(C=C1)OC)Br)[NH2+]CC(=O)NCCC2=CC=CC=C2
1075,C [C@] 1 ( C C C [C@@] 2 ( [C@@H] 1 C C [C@] 3 4 [C@H] 2 C C [C@@H] ( C 3 ) [C@@H] ( C 4 ) C ( = O ) O ) C ) C = O,121 193 209 245 262 267 285 310 313 389 416 477 478 503 585 650 663 679 694 757 768 794 807 838 889 926 1004 1019 1028 1057 1060 1066 1067 1154 1162 1274 1325 1351 1431 1434 1477 1482 1523 1651 1656 1692 1709 1802 1867 1882 1917 1934 1994 1997 2023 2028 2040 2047,C[C@]12CCC[C@@]([C@@H]1CC[C@@]34[C@@H]2CC[C@@H](C3)[C@H](C4)C(=O)O)(C)C(=O)[C@]5(CC[C@@H]6[C@]7(CC[C@H]8[C@@]([C@@H]7CC[C@]6(C5)O)(CCC[C@@]8(C)C=O)C)C)O,C[C@]12CCC[C@@]([C@@H]1CC[C@@]34[C@@H]2CC[C@@H](C3)[C@H](C4)C(=O)O)(C)C(=O)[C@]5(CC[C@@H]6[C@]7(CC[C@H]8[C@@]([C@@H]7CC[C@]6(C5)O)(CCC[C@@]8(C)C=O)C)C)O
1076,C C O C 1 = C C = C C = C 1 N 2 C ( = N N = C 2 S C C ( = O ) O C ) C 3 = C C = C O 3,80 116 121 195 198 236 237 257 272 294 307 341 378 384 425 474 496 543 547 579 650 656 695 747 749 787 807 841 935 1057 1068 1088 1152 1164 1199 1225 1233 1238 1248 1295 1363 1380 1386 1404 1410 1449 1452 1508 1509 1647 1722 1724 1750 1777 1805 1873 1917 1926 1934 1959 1969 1970 1993 2018,CCOC1=CC=CC=C1N2C(=NN=C2SCC(=O)OC)C3=NN=C(N3C4=CC=CC=C4OCC)C5=CC=CO5,CCOC1=CC=CC=C1N2C(=NN=C2SCC(=O)OC)C3=NN=C(N3C4=CC=CC=C4OCC)C5=CC=CO5
1077,c 1 ( c ( n c ( c n 1 ) N ( C C C C O C C ( = O ) O ) C C = C ) c 1 c c c c c 1 ) c 1 c c c c c 1,13 29 41 50 59 80 126 160 185 193 204 220 323 378 389 470 471 492 632 650 684 692 694 695 736 807 826 865 881 925 940 976 978 1024 1088 1106 1148 1160 1199 1213 1249 1275 1325 1329 1366 1380 1406 1435 1452 1535 1579 1645 1669 1687 1737 1750 1780 1788 1812 1855 1873 1911 1917 1918 1951 1964 1977 1992 2004 2012,C=CCN(CCCCOCC(=O)O)C(=O)N(C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3)N(CC=C)C4=CN=C(C(=N4)C5=CC=CC=C5)C6=CC=CC=C6,C=CCN(CCCCOCC(=O)O)C(=O)N(C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3)N(CC=C)C4=CN=C(C(=N4)C5=CC=CC=C5)C6=CC=CC=C6
1078,C 1 C N C ( = N C 1 ) N C ( = O ) C C C 2 = C C = C ( S 2 ) C ( = O ) N C C ( C ( = O ) O ) N S ( = O ) ( = O ) C C ( F ) ( F ) F,1 41 80 114 162 169 197 213 232 278 283 305 313 350 378 389 419 437 486 496 504 544 569 606 609 623 650 656 675 702 736 747 800 807 826 867 879 881 926 961 1019 1028 1030 1068 1114 1133 1152 1214 1243 1280 1302 1380 1382 1432 1449 1453 1476 1479 1490 1494 1546 1564 1599 1614 1624 1662 1721 1745 1750 1798 1816 1844 1866 1873 1917 1928 1941 1950 1997 2014,C1CNC(=NC1)NC(=O)CCC2=CC=C(S2)C(=O)NCC(C(=O)O)NS(=O)(=O)CC(F)(F)F,C1CNC(=NC1)NC(=O)CCC2=CC=C(S2)C(=O)NCC(C(=O)O)NS(=O)(=O)CC(F)(F)F
1079,C 1 = C C = C ( C = C 1 ) C 2 = N C = C ( C 3 = C C = C C = C 3 2 ) N,323 335 378 389 410 471 618 719 736 904 910 978 1088 1160 1171 1199 1202 1231 1256 1331 1357 1362 1380 1406 1452 1457 1532 1535 1568 1573 1584 1639 1750 1841 1873 2045,C1=CC=C(C=C1)C2=NC=C(C3=CC=CC=C32)[Al](C4=CC=CC=C4)C5=C6C=CC=CC6=C(C7=CC=CC=C75)N,C1=CC=C(C=C1)C2=NC=C(C3=CC=CC=C32)[Al](C4=CC=CC=C4)C5=C6C=CC=CC6=C(C7=CC=CC=C75)N
1080,C C N ( C C ) C 1 = C C = C ( C = C 1 ) [C@@H] 2 C 3 = C ( C [C@H] ( C C 3 = O ) C 4 = C C = C ( C = C 4 ) Cl ) N C ( = C 2 C ( = O ) O C C ) C,34 80 145 147 180 211 216 231 256 257 294 300 309 310 314 557 561 634 650 651 674 695 751 759 807 816 881 902 926 932 955 960 961 1005 1019 1057 1060 1070 1077 1096 1114 1158 1169 1171 1238 1279 1321 1380 1392 1419 1464 1488 1518 1582 1616 1651 1683 1687 1722 1750 1803 1827 1853 1873 1917 2000 2024 2034 2047,CCN(CC)C1=CC=C(C=C1)C2C3=C(CC(CC3=O)C4=CC=C(C=C4)Cl)NC(=C2C(=O)OCC)C,CCN(CC)C1=CC=C(C=C1)C2C3=C(CC(CC3=O)C4=CC=C(C=C4)Cl)NC(=C2C(=O)OCC)C
1081,C C ( C C Br ) ( C C Br ) C C Br,80 114 136 251 253 287 328 392 409 447 495 525 728 783 1013 1046 1057 1262 1303 1308 1340 1417 1637 1667 1724 1803,CC(C)(CCBr)C1=CC(=C2C(=C1)C(=C3C2=NC(=C3)C(C)(CCBr)CCBr)C(C)(CCBr)CCBr)C(C)(CCBr)CCBr,CC(C)(CCBr)C1=CC(=C2C(=C1)C(=C3C2=NC(=C3)C(C)(CCBr)CCBr)C(C)(CCBr)CCBr)C(C)(CCBr)CCBr
1082,C O C 1 = C C ( = C ( C = C 1 ) [C@H] ( C ( = O ) N C 2 C C C C 2 ) N ( C C 3 = C N = C C = C 3 ) C ( = O ) C C 4 = C C = C S 4 ) O C,1 10 14 80 196 237 241 249 292 322 325 330 335 378 383 387 397 428 437 464 475 499 507 521 550 573 610 635 645 650 656 675 695 718 781 805 807 841 875 881 890 911 926 930 1019 1028 1043 1057 1066 1088 1152 1153 1238 1256 1325 1380 1535 1536 1567 1586 1603 1634 1655 1691 1745 1750 1754 1790 1826 1861 1863 1866 1873 1917 1924 1970 1972 1982,COC1=CC(=C(C=C1)C(C(=O)NC2CCCC2)N(CC3=CN=CC=C3)C(=O)CC4=CC=CS4)OC,COC1=CC(=C(C=C1)C(C(=O)NC2CCCC2)N(CC3=CN=CC=C3)C(=O)CC4=CC=CS4)OC
1083,C C 1 = C ( C [C@H] ( [C@H] ( C 1 ) C ( = O ) N N C ( = O ) C 2 = C S C ( = C 2 ) C ) C ( = O ) O ) C,64 128 209 231 285 304 371 373 389 486 552 560 650 666 675 689 721 745 807 875 904 926 942 974 1014 1019 1046 1057 1152 1301 1380 1385 1419 1431 1484 1512 1527 1567 1576 1641 1679 1713 1722 1798 1823 1861 1873 1907 1917 1942 1951,CC1=C(CC(C(C1)C(=O)NNC(=C2CC(C(C2)C(=O)O)C(=O)O)NNC(=O)C3=CSC(=C3)C)C(=O)NNC(=O)C4=CSC(=C4)C)C,CC1=C(CC(C(C1)C(=O)NNC(=C2CC(C(C2)C(=O)O)C(=O)O)NNC(=O)C3=CSC(=C3)C)C(=O)NNC(=O)C4=CSC(=C4)C)C
1084,C C C C O C 1 = C C = C ( C = C 1 ) C = N N C ( = O ) C O C 2 = C C = C ( C = C 2 ) Cl,1 13 25 41 80 102 192 206 216 270 294 309 318 322 507 561 591 650 660 694 695 718 725 794 807 816 864 924 1034 1057 1070 1090 1105 1152 1347 1380 1410 1452 1683 1750 1867 1871 1873 1876 1887 1911 1917 2004 2033,CCCCOC1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC=C(C=C2)OCC(=O)N/N=C/C3=CC=C(C=C3)Cl,CCCCOC1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC=C(C=C2)OCC(=O)N/N=C/C3=CC=C(C=C3)Cl
1085,C 1 = C N ( C = N 1 ) S ( = O ) N N 2 C = C ( C = C ( C 2 = N ) Br ) Br,29 135 169 188 208 254 319 348 378 427 464 623 650 724 728 833 843 875 884 909 932 935 997 1007 1048 1084 1100 1101 1122 1152 1158 1215 1239 1265 1271 1380 1403 1428 1521 1593 1603 1631 1654 1672 1691 1765 1847 1866 1873,C1=CN(C=N1)CC2=NN(C=C2)N3C=C(C=C(C3=N)Br)CN4C=C(C=C(C4=N)Br)Br,C1=CN(C=N1)CC2=NN(C=C2)N3C=C(C=C(C3=N)Br)CN4C=C(C=C(C4=N)Br)Br
1086,C C ( O ) C C ( C ) ( C ) C N S ( = O ) ( = O ) c 1 c c c c ( Cl ) c 1 C # N,1 10 80 114 213 227 244 283 350 358 366 392 403 502 524 544 561 587 650 674 734 739 790 807 825 858 910 913 974 992 1009 1039 1051 1057 1060 1088 1111 1127 1136 1143 1152 1158 1272 1380 1384 1398 1400 1462 1464 1476 1493 1586 1626 1683 1750 1794 1873 2028,CC(CCC(C)(C)CC(C)O)C1(C2C(C2(C1(C(C)O)C(C)O)C(C)O)S(=O)(=O)NCS(=O)(=O)C3=C(C(=CC=C3)Cl)C#N)C(C)O,CC(CCC(C)(C)CC(C)O)C1(C2C(C2(C1(C(C)O)C(C)O)C(C)O)S(=O)(=O)NCS(=O)(=O)C3=C(C(=CC=C3)Cl)C#N)C(C)O
1087,C C / C = C ( \ C 1 = C ( C ( C C 1 = O ) ( C ) C ) C ( = O ) O C ) / N O C C,31 80 88 112 141 145 176 189 258 267 287 294 314 328 479 504 538 552 570 598 619 650 694 695 751 758 807 836 841 906 907 926 939 940 953 1017 1057 1060 1078 1152 1156 1171 1238 1274 1380 1413 1454 1563 1692 1776 1813 1827 1917 2009 2029,CC/C=C(\C=C\C(=C\1/C(=O)CC(C(=C1C(=O)OC)C(=O)OC)(C)C)\C)/NOCC,CC/C=C(\C=C\C(=C\1/C(=O)CC(C(=C1C(=O)OC)C(=O)OC)(C)C)\C)/NOCC
1088,C C 1 = C C ( = C C ( = C 1 O ) C / C = C ( \ C ) / C C C O C ( = O ) C ) O,13 80 147 164 167 202 255 312 321 385 420 425 479 623 650 694 695 721 726 745 777 807 822 846 875 904 1017 1035 1057 1077 1080 1103 1213 1282 1349 1380 1391 1419 1435 1564 1577 1583 1598 1602 1632 1714 1722 1734 1873 1879 1886 1911 1917 1943,CC1=CC(=CC(=C1O)C/C=C(\C)/CC/C(=C/CC2=C(/C(=C/O)/C(=C2COC(=O)C)COC(=O)C)O)/C)O,CC1=CC(=CC(=C1O)C/C=C(\C)/CC/C(=C/CC2=C(/C(=C/O)/C(=C2COC(=O)C)COC(=O)C)O)/C)O
1089,C C 1 = C C ( = C C = C 1 ) C ( = O ) N 2 C C C 3 ( C C 2 ) N ( [C@H] ( C O 3 ) C ( = O ) O ) C ( = O ) C 4 = C C = C C = C 4 C,35 193 203 277 389 400 425 494 497 531 577 618 650 656 737 751 807 837 875 889 919 926 927 935 942 1013 1017 1019 1039 1055 1057 1060 1088 1114 1162 1173 1199 1248 1329 1380 1385 1391 1426 1431 1447 1480 1486 1504 1525 1546 1583 1686 1722 1728 1742 1750 1788 1823 1873 1874 1917 1921 1923 1985 1991 1999 2002 2009,CC1=CC(=CC=C1)C(=O)N2C(COC23CCN(CC3)C(=O)C4=CC=CC=C4C)C(=O)N5C(COC56C7C(O7)C8=CC=CC(=C8)C)C(=O)O,CC1=CC(=CC=C1)C(=O)N2C(COC23CCN(CC3)C(=O)C4=CC=CC=C4C)C(=O)N5C(COC56C7C(O7)C8=CC=CC(=C8)C)C(=O)O
1090,C C N C ( = O ) N C ( = O ) [C@H] ( C 1 = C C = C C = C 1 ) O C ( = O ) C 2 = C ( C 3 = C C = C C = C 3 O 2 ) C O C,1 69 80 145 154 197 218 294 368 389 434 495 573 577 642 650 656 692 695 709 714 745 769 807 841 853 895 905 916 938 962 979 1005 1057 1088 1119 1128 1146 1152 1199 1357 1365 1380 1414 1448 1491 1573 1581 1602 1604 1624 1658 1726 1750 1808 1846 1873 1917 1921 1989 2007 2011 2034,CCNC(=O)NC(=O)[C@@H](C1=CC=CC=C1)OC(=O)C2=C(C3=CC=CC=C3O2)COC(=O)[C@H](C4=C(C5=CC=CC=C5O4)COC)NC(NCC)OC,CCNC(=O)NC(=O)[C@@H](C1=CC=CC=C1)OC(=O)C2=C(C3=CC=CC=C3O2)COC(=O)[C@H](C4=C(C5=CC=CC=C5O4)COC)NC(NCC)OC
1091,C O C 1 = C N = C ( N = C 1 N C 2 = C ( C = N C = C 2 ) C ( = O ) N C C ( C N ) O ) C 3 = C ( C = C C ( = C 3 ) Cl ) F,1 80 90 94 103 128 165 173 187 197 216 227 249 352 375 378 423 451 468 486 491 496 561 565 606 650 695 699 708 711 807 816 841 843 846 875 981 1028 1053 1057 1152 1171 1208 1224 1262 1275 1317 1342 1380 1385 1414 1452 1535 1536 1569 1586 1603 1610 1667 1683 1693 1750 1752 1773 1840 1855 1866 1873 1891 1905 1909 1917 1928 1970 1991 2014 2038,COC1=CN=C(N=C1NC2=C(C=NC=C2)C(=O)NCC(CN)O)C3=C(C=CC(=C3)Cl)F,COC1=CN=C(N=C1NC2=C(C=NC=C2)C(=O)NCC(CN)O)C3=C(C=CC(=C3)Cl)F
1092,C C ( C ) N ( C ) C ( = O ) [C@@H] 1 C C C N ( C 1 ) C 2 C C N ( C C 2 ) C 3 = N C 4 = C C = C C = C 4 O 3,1 101 182 212 215 246 283 289 335 378 407 437 440 446 512 650 656 739 803 807 824 840 847 881 926 935 974 1019 1028 1057 1077 1088 1091 1097 1121 1128 1137 1163 1199 1267 1286 1325 1348 1380 1476 1480 1524 1604 1695 1713 1750 1783 1808 1823 1854 1855 1873 1909 1910 1917 1996,CC(C)N(C)C(=O)C1CCCN(C1)C2CCN(CC2)C3=NC4=CC=CC=C4O3,CC(C)N(C)C(=O)C1CCCN(C1)C2CCN(CC2)C3=NC4=CC=CC=C4O3
1093,C 1 = C C ( = C ( N = C 1 ) C C 2 = C C = C ( C = C 2 ) F ) C ( = O ) N,72 80 84 90 124 130 140 151 172 273 309 310 335 378 429 448 479 650 699 703 807 1043 1063 1088 1134 1171 1213 1367 1380 1410 1430 1447 1452 1565 1664 1670 1746 1750 1754 1866 1873 1888 1897 1917 1928 1934 1991 2044,C1=CC(=C(N=C1)CC2=CC=C(C=C2)F)C(=C3C=C(C(=C(F)F)S3)C(=O)N)C4=C(C=CC=N4)C(=O)N,C1=CC(=C(N=C1)CC2=CC=C(C=C2)F)C(=C3C=C(C(=C(F)F)S3)C(=O)N)C4=C(C=CC=N4)C(=O)N
1094,C C 1 = N N 2 C = C [N+] ( = C 2 C = C 1 ) C C 3 = C ( N 4 [C@@H] ( [C@@H] ( C 4 = O ) N C ( = O ) / C ( = N \ O C ) / C 5 = C S C ( = N 5 ) N ) S C 3 ) C ( = O ) O,5 26 47 80 104 146 150 179 184 197 205 212 232 233 235 314 335 378 387 389 431 440 456 463 470 494 499 547 552 624 650 653 672 675 695 698 725 753 792 807 809 841 855 859 872 882 891 926 935 936 963 998 1003 1019 1027 1043 1057 1063 1065 1101 1103 1112 1132 1152 1171 1210 1252 1264 1279 1296 1314 1352 1362 1380 1384 1422 1441 1457 1508 1547 1567 1623 1643 1649 1680 1722 1731 1750 1855 1873 1886 1893 1917 1922 1956 2021,CC1=NN2C=C[N+](=C2C=C1)CC3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=N\OC)/C5=CSC(=N5)N)SC3)C(=O)O,CC1=NN2C=C[N+](=C2C=C1)CC3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=N\OC)/C5=CSC(=N5)N)SC3)C(=O)O
1095,C C C C C # C / C = C ( / C = C ( / C = C / [Si] ( C C ) ( C C ) C C ) \ [Si] ( C C ) ( C C ) C C ) \ [Si] ( C C ) ( C C ) C C,9 31 80 128 151 167 190 260 279 294 378 383 387 413 431 559 567 591 636 662 674 688 694 766 794 807 809 873 1057 1117 1120 1140 1170 1218 1252 1271 1391 1407 1421 1571 1583 1585 1604 1777 1911 1915 1919 1983 2007 2046,CCCCC#C/C=C(/C=C/[Si](CC)(CC)CC)\[Si](CC)(CC)C1=CC(=CC)[Si](CC)(CC)C#C[Si](CC)(CC)CC,CCCCC#C/C=C(/C=C/[Si](CC)(CC)CC)\[Si](CC)(CC)C1=CC(=CC)[Si](CC)(CC)C#C[Si](CC)(CC)CC
1096,C C 1 = N C ( = N N 1 ) C 2 ( C C O C C 2 ) C 3 = C C = C ( C = C 3 ) C ( = O ) O C 4 = C C = C C = C 4 N,74 130 145 158 212 310 356 378 484 494 523 556 566 592 606 645 646 650 656 695 730 756 807 838 839 910 926 950 1057 1060 1086 1088 1114 1137 1161 1162 1171 1199 1380 1385 1396 1405 1410 1457 1465 1497 1561 1592 1697 1722 1729 1733 1750 1793 1824 1831 1855 1873 1882 1917 1952 1970 1973 2004,CC1=C(C1(C2=CC=C(C=C2)C(=O)OC3=CC=CC=C3N)C4=NNC(=N4)C)C5(CCOCC5)C6=NNC(=N6)C,CC1=C(C1(C2=CC=C(C=C2)C(=O)OC3=CC=CC=C3N)C4=NNC(=N4)C)C5(CCOCC5)C6=NNC(=N6)C
1097,C 1 C O C C N 1 C 2 = C C = C ( C = C 2 ) N C ( = O ) / C ( = C / C = C / C 3 = C C = C C = C 3 [N+] ( = O ) [O-] ) / C # N,159 164 179 191 233 354 407 432 441 523 650 656 674 687 694 715 716 753 774 790 803 807 835 838 843 926 935 950 961 1014 1077 1079 1088 1103 1152 1178 1195 1199 1210 1319 1353 1380 1384 1405 1406 1441 1458 1480 1609 1723 1750 1816 1825 1873 1884 1917 1944 1963,C1COCCN1C2=CC=C(C=C2)NC(=O)/C(=C/C=C/C3=CC=CC=C3[N+](=O)[O-])/C#N,C1COCCN1C2=CC=C(C=C2)NC(=O)/C(=C/C=C/C3=CC=CC=C3[N+](=O)[O-])/C#N
1098,C [C@H] 1 [C@H] ( [C@H] ( [C@@H] ( [C@@H] ( O 1 ) O [C@@H] 2 C C C C [C@H] 2 O C C C C C C ( C ( = O ) O ) C ( = O ) O ) O ) O ) O,1 13 80 83 230 389 468 489 550 576 631 650 656 695 722 736 739 798 807 823 869 890 918 926 938 1019 1028 1037 1057 1097 1143 1178 1242 1249 1257 1271 1283 1306 1309 1313 1323 1325 1366 1381 1457 1487 1534 1796 1804 1805 1831 1844 1893 1911 1917 1921 1930 1936 1963 2034,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2CCCC[C@H]2OCCCCCCCCCCCCC(C(=O)O)C(=O)O)O)O)O,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2CCCC[C@H]2OCCCCCCCCCCCCC(C(=O)O)C(=O)O)O)O)O
1099,C 1 = C C ( = N C ( = C 1 C ( = O ) O ) F ) F,5 47 67 169 189 234 281 378 389 407 456 477 581 650 689 699 807 834 838 894 952 1020 1044 1047 1172 1174 1380 1627 1750 1855 1873 1917 1928 1991 2031,C1=CC(=NC(=C1C(=O)O)[NH+](C2=C(C=CC(=N2)F)C(=O)O)C3=C(C=CC(=N3)F)C(=O)O)F,C1=CC(=NC(=C1C(=O)O)[NH+](C2=C(C=CC(=N2)F)C(=O)O)C3=C(C=CC(=N3)F)C(=O)O)F
1100,C C N 1 C ( = C ( C = N 1 ) Cl ) C N ( C ) C ( = O ) C 2 = N N ( C = C 2 ) C,34 43 80 85 87 105 139 158 179 294 334 366 378 440 507 511 561 587 650 651 657 691 807 814 855 881 909 935 948 1057 1069 1084 1101 1109 1145 1163 1221 1380 1398 1422 1428 1469 1502 1535 1650 1678 1683 1702 1750 1762 1813 1873 1879 1894 1917 1956,CCN1C(=C(C=N1)Cl)CN(C)C(=O)C2=NN(C=C2)N(C)CN(C)C(=O)C3=NN(C=C3)C,CCN1C(=C(C=N1)Cl)CN(C)C(=O)C2=NN(C=C2)N(C)CN(C)C(=O)C3=NN(C=C3)C
1101,C / C ( = N / N C ( = O ) C S C 1 = N C 2 = C C = C C = C 2 C ( = O ) N 1 C 3 = C C = C ( C = C 3 ) Cl ) / C 4 = C C 5 = C C = C C = C 5 C = C 4,41 58 80 85 107 116 203 216 233 289 314 318 322 341 378 384 389 504 514 561 598 650 682 700 708 725 747 807 816 847 875 883 935 940 956 997 1017 1057 1065 1070 1087 1088 1097 1152 1199 1247 1357 1380 1385 1496 1506 1540 1573 1577 1602 1683 1697 1750 1755 1825 1855 1873 1885 1917 1924 1950 1959 1993,C/C(=N\NC(=O)CSC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)Cl)/C4=CC5=CC=CC=C5C=C4,C/C(=N\NC(=O)CSC1=NC2=CC=CC=C2C(=O)N1C3=CC=C(C=C3)Cl)/C4=CC5=CC=CC=C5C=C4
